,address,lat,long,PIN,date,description,tokenized_final,cost,value,year
220389,2 N POTOMAC ST,39.292619,-76.574787,1730037,10/28/2013,adding new bath to basement 3 piece and washer box. also bar sink and new powder room. first floor with ejector pump for sewage as per code,"['adding', 'bath', 'basement', 'piece', 'washer', 'box', 'also', 'bar', 'sink', 'powder', 'room', 'first', 'floor', 'ejector', 'pump', 'sewage']",7000.0,251200.0,2013
214264,10 S EAST AVE,39.291911,-76.57187,1743075,02/12/2013,install bathroom to basement; install piping to same (new waste - water); will utilize a sewage ejector for waste; install one tub  one toilet  one sink; hvac by others; all work will be done on private property and as per code.,"['install', 'bathroom', 'basement', 'install', 'piping', 'waste', 'water', 'utilize', 'sewage', 'ejector', 'waste', 'install', 'one', 'tub', 'one', 'toilet', 'one', 'sink', 'hvac', 'others', 'done', 'private', 'property']",2300.0,240800.0,2013
217378,2207 MULLIKIN ST,39.294787,-76.585916,1688071,03/26/2013,new water & sewage to install 8 plumbing fixtures as per code.,"['water', 'sewage', 'install', 'plumbing', 'fixtures']",4500.0,146800.0,2013
217287,224 N MADEIRA ST,39.295082,-76.585661,1688079,03/13/2013,new water & sewage to install 8 plumbing fixtures as per code.,"['water', 'sewage', 'install', 'plumbing', 'fixtures']",6000.0,166800.0,2013
216902,1523 E BIDDLE ST,39.304185,-76.596759,1177043,03/13/2013,new water & sewage for 8 fixtures as per code.,"['water', 'sewage', 'fixtures']",6000.0,240000.0,2013
216777,528 E CLEMENT ST,39.274031,-76.605594,1924C032,03/14/2013,install new plumbing fixtures and electric water heater  replace and rework all sam=nitary with new along with gas lines. new 1500 stove and 100 000 btu furnace. install new sump pump and sewage injector pit in basement.run 15 foot pvv underground as per code.,"['install', 'plumbing', 'fixtures', 'electric', 'water', 'heater', 'replace', 'rework', 'sam=nitary', 'along', 'gas', 'lines', 'stove', 'btu', 'furnace', 'install', 'sump', 'pump', 'sewage', 'injector', 'pit', 'basement.run', 'foot', 'pvv', 'underground']",2500.0,345300.0,2013
216058,1035 S CHARLES ST,39.277477,-76.614416,0934B013,03/19/2013,amend permit com2013-01634  (plan  # 2013-116)  to include removal and reinstallation of new equipment at same capacity and locations    no additonal plumbing (water sewage and gas) lines needed to be run ( only equipment needs to be connected ) as per plans and as per code.,"['amend', 'com2013-01634', 'plan', '2013-116', 'include', 'removal', 'reinstallation', 'equipment', 'capacity', 'locations', 'additonal', 'plumbing', 'water', 'sewage', 'gas', 'lines', 'needed', 'run', 'equipment', 'needs', 'connected', 'plans']",4000.0,570000.0,2013
215019,3105 FOSTER AVE,39.284343,-76.572292,1860039,02/22/2013,reconstruct waste and water for 3 tubs  2 showers  1 tub  1 washing machine and 1 kitchen sink. install (1) 50 gallon electric water heater. install gas lines for (1) 75 000 btu furnace and (1) 40 000 btu stove. install pressure reducing valve. install sump pump pit and drain tile. install sewage ejector as per code.                         * hvac and electric by others,"['reconstruct', 'waste', 'water', 'tubs', 'showers', 'tub', 'washing', 'machine', 'kitchen', 'sink', 'install', 'gallon', 'electric', 'water', 'heater', 'install', 'gas', 'lines', 'btu', 'furnace', 'btu', 'stove', 'install', 'pressure', 'reducing', 'valve', 'install', 'sump', 'pump', 'pit', 'drain', 'tile', 'install', 'sewage', 'ejector', '*', 'hvac', 'electric', 'others']",5500.0,343600.0,2013
218767,118 E HAMBURG ST,39.278305,-76.611585,0919014,10/10/2013,amend permit #com2013-19546  issued on 09/13/13 to add the following additional work: reconstruct waste and water as per code. original permit description:(com2013-19546)rough in one basement bath and sewage injector pit as per code,"['amend', 'com2013-19546', 'issued', '09/13/13', 'add', 'following', 'additional', 'reconstruct', 'waste', 'water', 'original', 'description', 'com2013-19546', 'rough', 'one', 'basement', 'bath', 'sewage', 'injector', 'pit']",1000.0,265800.0,2013
219776,1439 REYNOLDS ST,39.268549,-76.590062,2022B020,10/29/2013,reconstruct waste and water for 3 toilets  2 tubs  1 shower  3 vanities  and 1 kitchen sink. install (1) 50 gallon electric water heater. install new gas lines for (1) 40 000 btu stove and (1) 75 000 btu furnace. install sewage ejector. install new 3/4 inches copper water service. install 3/4 inches dual check valve. install sump pump  pip  and drain tile as per code. *hvac & electric by others*,"['reconstruct', 'waste', 'water', 'toilets', 'tubs', 'shower', 'vanities', 'kitchen', 'sink', 'install', 'gallon', 'electric', 'water', 'heater', 'install', 'gas', 'lines', 'btu', 'stove', 'btu', 'furnace', 'install', 'sewage', 'ejector', 'install', '3/4', 'inches', 'copper', 'water', 'service', 'install', '3/4', 'inches', 'dual', 'check', 'valve', 'install', 'sump', 'pump', 'pip', 'drain', 'tile', '*hvac', 'electric', 'others*']",6000.0,382700.0,2013
212497,2421 GUILFORD AVE,39.317031,-76.612788,3827011,01/23/2013,install ductwork 100k btu furnace  gas line to the furnace and stove  hot water tank 40 gallon  2.5 ac condensing unit. supply water line and sewage drain to (3) bath as per code.,"['install', 'ductwork', '100k', 'btu', 'furnace', 'gas', 'line', 'furnace', 'stove', 'hot', 'water', 'tank', 'gallon', '2.5', 'ac', 'condensing', 'unit', 'supply', 'water', 'line', 'sewage', 'drain', 'bath']",5000.0,155000.0,2013
210841,3105 FOSTER AVE,39.284343,-76.572292,1860039,04/04/2013,amend permit#com2013-03459 issued on 2-22-13 to add the following additional work; install gas line for 1-5000 btu gas grill.work done to code.original permit description:(com2013-03459)reconstruct waste and water for 3 tubs  2 showers  1 tub  1 washing machine and 1 kitchen sink. install (1) 50 gallon electric water heater. install gas lines for (1) 75 000 btu furnace and (1) 40 000 btu stove. install pressure reducing valve. install sump pump pit and drain tile. install sewage ejector as per code.                         * hvac and electric by others,"['amend', 'com2013-03459', 'issued', '2-22-13', 'add', 'following', 'additional', 'install', 'gas', 'line', '1-5000', 'btu', 'gas', 'grill.work', 'done', 'code.original', 'description', 'com2013-03459', 'reconstruct', 'waste', 'water', 'tubs', 'showers', 'tub', 'washing', 'machine', 'kitchen', 'sink', 'install', 'gallon', 'electric', 'water', 'heater', 'install', 'gas', 'lines', 'btu', 'furnace', 'btu', 'stove', 'install', 'pressure', 'reducing', 'valve', 'install', 'sump', 'pump', 'pit', 'drain', 'tile', 'install', 'sewage', 'ejector', '*', 'hvac', 'electric', 'others']",400.0,343600.0,2013
207140,3402 HARMONY CT,39.281989,-76.568269,6462059,11/09/2012,reconstruct sanitary and water system. install (2) 3-fixture bathroom  sewage ejector  gas 50 000 btu furnace  40 000 btu gas stove  110 000 btu gas waater heater. install new ductwork  2 exhaust fans  1 kitchen sink  dishwasher and garbage disposal and washer box as per code.,"['reconstruct', 'sanitary', 'water', 'system', 'install', '3-fixture', 'bathroom', 'sewage', 'ejector', 'gas', 'btu', 'furnace', 'btu', 'gas', 'stove', 'btu', 'gas', 'waater', 'heater', 'install', 'ductwork', 'exhaust', 'fans', 'kitchen', 'sink', 'dishwasher', 'garbage', 'disposal', 'washer', 'box']",10000.0,173667.0,2012
205968,1439 DECATUR ST,39.269912,-76.594753,2019A066,10/26/2012,installl 3 bathrooms 1/2 bath   1 kitchen  1 laundry room  2 frost free hose bibs  1 sub pump and pit  1 sewage pump and pit  2 gas fixtures  1 stove 45 000   1 furnance 90 000 as per code.,"['installl', 'bathrooms', '1/2', 'bath', 'kitchen', 'laundry', 'room', 'frost', 'free', 'hose', 'bibs', 'sub', 'pump', 'pit', 'sewage', 'pump', 'pit', 'gas', 'fixtures', 'stove', 'furnance']",3400.0,297700.0,2012
204492,3610 ASH ST,39.330166,-76.640172,3518A022,10/19/2012,install 13 new plumbing fixtures. reconstruct water & waste. install (3) new gas appliances - (1) range  (1) furnace  (1) dryer. install sewage injector pipe & pump. install 50 gal electric water heater as per code.,"['install', 'plumbing', 'fixtures', 'reconstruct', 'water', 'waste', 'install', 'gas', 'appliances', 'range', 'furnace', 'dryer', 'install', 'sewage', 'injector', 'pipe', 'pump', 'install', 'gal', 'electric', 'water', 'heater']",8000.0,260067.0,2012
196917,3244 LEVERTON AVE,39.291844,-76.570396,6276116,07/24/2012,wire house to code. install recess lights 2 ceiling fan  install 200 a service and panel ctv pone door bell sewage eject sup pump ac and gas furnace as per code,"['wire', 'house', 'install', 'recess', 'lights', 'ceiling', 'fan', 'install', 'service', 'panel', 'ctv', 'pone', 'door', 'bell', 'sewage', 'eject', 'sup', 'pump', 'ac', 'gas', 'furnace']",3000.0,121667.0,2012
200651,316 E 33RD ST,39.328291,-76.612828,3872B009,09/05/2012,replace old sewage line approx 15' all work on private property as per code.,"['replace', 'old', 'sewage', 'line', 'approx', 'private', 'property']",4000.0,200733.0,2012
197839,1619 BELT ST,39.271453,-76.605787,1941058,07/19/2012,non-structural alterations; interior work; rough in bathroom in basement  1 shower  1 toilet  1 sink  1 sewage pit  1 sump pump and drain tile  and 1 washer hookup; all work will be done as per code.,"['non-structural', 'alterations', 'interior', 'rough', 'bathroom', 'basement', 'shower', 'toilet', 'sink', 'sewage', 'pit', 'sump', 'pump', 'drain', 'tile', 'washer', 'hookup', 'done']",3500.0,291800.0,2012
181411,1818 EASTERN AVE,39.285691,-76.590616,1772040,02/03/2012,interior work (480 sq. ft.) - rewire of basement outlets due to sewage damage as per code.,"['interior', 'sq', 'ft.', 'rewire', 'basement', 'outlets', 'due', 'sewage', 'damage']",1600.0,307900.0,2012
198336,2416 E BALTIMORE ST,39.291987,-76.582681,1725055,07/30/2012,non-structural alterations; interior work; run water and drain lines in basement for 1 tub  1 toilet  1 sink  1 bar sink  1 washer hookup  and 1 sewage pump as per code.,"['non-structural', 'alterations', 'interior', 'run', 'water', 'drain', 'lines', 'basement', 'tub', 'toilet', 'sink', 'bar', 'sink', 'washer', 'hookup', 'sewage', 'pump']",3500.0,242267.0,2012
196372,801 S MONTFORD AVE,39.282797,-76.582683,1864045,07/13/2012,non-structural alterations/interior work - replace existing sewage ejector with associated piping (same size and location) as per code.,"['non-structural', 'alterations/interior', 'replace', 'existing', 'sewage', 'ejector', 'associated', 'piping', 'size', 'location']",1000.0,339000.0,2012
193827,3137 NORTHWAY DR,39.361958,-76.545593,5559117,06/19/2012,rough in new bathroom on sewage ejector pump in basement. reconstruct 1st floor bathroom and add new bathroom on 2nd floor. all new gas in house as per code.,"['rough', 'bathroom', 'sewage', 'ejector', 'pump', 'basement', 'reconstruct', '1st', 'floor', 'bathroom', 'add', 'bathroom', '2nd', 'floor', 'gas', 'house']",7500.0,189067.0,2012
193179,5000 READY AVE,39.349329,-76.608791,5180A037,06/06/2012,interior demolition; category i; non-structural alterations; interior work: 720 sq. ft.; exterior work; to clean out  non-structural demo - remove plaster  install new ductwork  100k-btu furnace  2.5'ton a/c unit  sewage drain  supply water lines  hot water tank  replace 8 windows  6 interior doors  2 exterior doors  same size and same location  and install drywall as per code.,"['interior', 'demolition', 'category', 'non-structural', 'alterations', 'interior', 'sq', 'ft.', 'exterior', 'clean', 'non-structural', 'demo', 'remove', 'plaster', 'install', 'ductwork', '100k-btu', 'furnace', ""2.5'ton"", 'a/c', 'unit', 'sewage', 'drain', 'supply', 'water', 'lines', 'hot', 'water', 'tank', 'replace', 'windows', 'interior', 'doors', 'exterior', 'doors', 'size', 'location', 'install', 'drywall']",2000.0,120733.0,2012
192307,2830 MONTEBELLO TERR,39.341233,-76.574541,5346028,05/16/2012,install water  drain and vent piping to connect 2 1/2 bathrooms and kitchen and laundry box. water pipe will be cpvc  drain and vent pipe will be pvc. install flexible gas pipe for connection of furnace  range water ehater and dryer. hvac work done by others under seperate permit. installation will include two sewage ejector pumps and pits. all work will be performed as per code. connections will be made to existing water and sewer pipe. we will be responsible for interior pipe only. all work done to code,"['install', 'water', 'drain', 'vent', 'piping', 'connect', '1/2', 'bathrooms', 'kitchen', 'laundry', 'box', 'water', 'pipe', 'cpvc', 'drain', 'vent', 'pipe', 'pvc', 'install', 'flexible', 'gas', 'pipe', 'connection', 'furnace', 'range', 'water', 'ehater', 'dryer', 'hvac', 'done', 'others', 'seperate', 'installation', 'include', 'two', 'sewage', 'ejector', 'pumps', 'pits', 'performed', 'connections', 'made', 'existing', 'water', 'sewer', 'pipe', 'responsible', 'interior', 'pipe', 'done']",7000.0,227333.0,2012
191876,2122-2124 W PRATT ST,39.284934,-76.650713,0240017,05/24/2012,exterior work  capped off permit sewage line.  as per code,"['exterior', 'capped', 'sewage', 'line']",750.0,123400.0,2012
191727,2128 W PRATT ST,39.284924,-76.650938,0240018,05/24/2012,exterior work  capped off permit sewage line.  as per code.,"['exterior', 'capped', 'sewage', 'line']",750.0,,2012
191284,1713 N PAYSON ST,39.308133,-76.649788,0007073,05/15/2012,reconstruct waste and water for 3 baths  1 kit sink 1 utility sink 1 wet bar sink 1 washing machine 1 sump pump and 1 sewage ejector. install 1 50 gal electic water heater install new gas lines for 1-40 000 btu stove and 1-75 000 btu furnace install 1 3/4 back flow preventor hvac & electric by others all work to be done as  per code,"['reconstruct', 'waste', 'water', 'baths', 'kit', 'sink', 'utility', 'sink', 'wet', 'bar', 'sink', 'washing', 'machine', 'sump', 'pump', 'sewage', 'ejector', 'install', 'gal', 'electic', 'water', 'heater', 'install', 'gas', 'lines', '1-40', 'btu', 'stove', '1-75', 'btu', 'furnace', 'install', '3/4', 'back', 'flow', 'preventor', 'hvac', 'electric', 'others', 'done']",4500.0,26667.0,2012
187359,3501 THE ALAMEDA,39.062876,-94.56709,3970F006,03/23/2012,non-structural alterations; exterior work; provide a 120volt 20a circuit for a sewage ejector pump as per code.,"['non-structural', 'alterations', 'exterior', 'provide', '120volt', '20a', 'circuit', 'sewage', 'ejector', 'pump']",2000.0,881500.0,2012
185012,709 LINNARD ST,39.295697,-76.676061,2503045,03/13/2012,replace approx main 4 inches sewage drain 25' long to exterior wall to retaining wall with private property as per code,"['replace', 'approx', 'main', 'inches', 'sewage', 'drain', 'long', 'exterior', 'wall', 'retaining', 'wall', 'private', 'property']",2500.0,83500.0,2012
181975,310 W LOMBARD STREET,39.28755,-76.620025,0655020,01/31/2012,amend permit #com2012-00882  issued 1/26/12 with plans 2012-56 to add contractor as listed above.  also delete sewage ejector & tye into gravity drain.  as per code.original permit description:(com2012-00882)interior work 828 sqft:interior renovation of 828 sqft of store / mercantile as per plans and as per code.  seperate permit will be required for sprinkler system and fire alarm.,"['amend', 'com2012-00882', 'issued', '1/26/12', 'plans', '2012-56', 'add', 'contractor', 'listed', 'also', 'delete', 'sewage', 'ejector', 'tye', 'gravity', 'drain', 'code.original', 'description', 'com2012-00882', 'interior', 'sqft', 'interior', 'renovation', 'sqft', 'store', '/', 'mercantile', 'plans', 'seperate', 'required', 'sprinkler', 'system', 'fire', 'alarm']",2000.0,,2012
181689,312 W LOMBARD STREET,39.287548,-76.620043,0655020,01/31/2012,amend permit #com2012-00883  issued 1/26/12 with plans 2012-57 to add contractor as listed above.  also delete sewage ejector & tye into gravity drain.  as per code.original permit description:(com2012-00883)interior work 1 706 sqft:interior renovation of 1 706 sqft of store / mercantile space as per plans and as per code.seperate permit will be required for sprinkler system and fire alaram.,"['amend', 'com2012-00883', 'issued', '1/26/12', 'plans', '2012-57', 'add', 'contractor', 'listed', 'also', 'delete', 'sewage', 'ejector', 'tye', 'gravity', 'drain', 'code.original', 'description', 'com2012-00883', 'interior', 'sqft', 'interior', 'renovation', 'sqft', 'store', '/', 'mercantile', 'space', 'plans', 'code.seperate', 'required', 'sprinkler', 'system', 'fire', 'alaram']",2500.0,,2012
